

--------,新西兰鸠属,,Hemiphaga
--------,苏拉乌鸠属,,Cryptophaps
--------,髻鸠属,,Lopholaimus
--------,山鸠属,,Gymnophaps
--------,皇鸠属,,Ducula
--------,红胸果鸠属,,Megaloprepia
--------,粉头果鸠属,,Ramphiculus
--------,蓝鸠属,,Alectroenas
--------,果鸠属,,Ptilinopus


,麝雉目,,Opisthocomiformes
----,麝雉科,Hoatzin,Opisthocomidae
--------,麝雉属,,Opisthocomus


,鹤形目,,Gruiformes
----,喇叭鸟科,Trumpeters,Psophiidae
--------,喇叭鸟属,,Psophia
----,秧鹤科,Limpkin,Aramidae
--------,秧鹤属,,Aramus
----,鹤科,Cranes,Gruidae
--------,冕鹤属,,Balearica
--------,白鹤属,,Leucogeranus
--------,赤颈鹤属,,Antigone
--------,鹤属,,Grus
----,日䴘科,Finfoots,Heliornithidae
--------,非洲鳍趾䴘属,,Podica
--------,日䴘属,,Heliornis
--------,亚洲鳍趾䴘属,,Heliopais
----,侏秧鸡科,Flufftails,Sarothruridae
--------,马岛林秧鸡属,,Mentocrex
--------,栗秧鸡属,,Rallicula
--------,侏秧鸡属,,Sarothrura
----,秧鸡科,Rails & Gallinules & Coots,Rallidae
--------,栗头田鸡属,,Anurolimnas
--------,美洲斑秧鸡属,,Pardirallus
--------,灰喉田鸡属,,Mustelirallus
--------,纯色秧鸡属,,Amaurolimnas
--------,林秧鸡属,,Aramides
--------,灰喉秧鸡属,,Canirallus
--------,秧鸡属,,Rallus
--------,鲁氏秧鸡属,,Rougetius
--------,非洲秧鸡属,,Crecopsis
--------,白喉秧鸡属,,Dryolimnas
--------,红秧鸡属,,Aphanapteryx
--------,罗岛秧鸡属,,Erythromachus
--------,大查岛秧鸡属,,Diaphorapteryx
--------,圣赫勒拿秧鸡属,,Aphanocrex
--------,阿森松秧鸡属,,Mundia
--------,长脚秧鸡属,,Crex
--------,普氏秧鸡属,,Aramidopsis
--------,灰胸秧鸡属,,Lewinia
--------,纹秧鸡属,,Gallirallus
--------,噪秧鸡属,,Himantornis
--------,裸眼秧鸡属,,Gymnocrex
--------,斑胁水鸡属,,Porphyriops
--------,黑尾水鸡属,,Tribonyx
--------,田鸡属,,Porzana
--------,小黑水鸡属,,Paragallinula
--------,黑水鸡属,,Gallinula
--------,骨顶属,,Fulica
--------,紫水鸡属,,Porphyrio
--------,斑田鸡属,,Rufirallus
--------,花田鸡属,,Coturnicops
--------,南美田鸡属,,Laterallus
--------,白眉田鸡属,,Poliolimnas
--------,新几内亚秧鸡属,,Megacrex
--------,斑纹田鸡属,,Aenigmatolimnas
--------,董鸡属,,Gallicrex
--------,苦恶鸟属,,Amaurornis
--------,斑秧鸡属,,Rallina
--------,小田鸡属,,Zapornia


,鸻形目,,Charadriiformes
----,麦哲伦鸻科,Magellanic Plover,Pluvianellidae
--------,麦哲伦鸻属,,Pluvianellus
----,鞘嘴鸥科,Sheathbills,Chionidae
--------,鞘嘴鸥属,,Chionis
----,石鸻科,Thick-knees & Stone-curlews,Burhinidae
--------,美洲石鸻属,,Hesperoburhinus
--------,大石鸻属,,Esacus
--------,石鸻属,,Burhinus
----,埃及燕鸻科,Egyptian Plover,Pluvianidae
--------,埃及燕鸻属,,Pluvianus
----,反嘴鹬科,Stilts & Avocets,Recurvirostridae
--------,斑长脚鹬属,,Cladorhynchus
--------,反嘴鹬属,,Recurvirostra
--------,长脚鹬属,,Himantopus
----,鹮嘴鹬科,Ibisbill,Ibidorhynchidae
--------,鹮嘴鹬属,,Ibidorhyncha
----,蛎鹬科,Oystercatchers,Haematopodidae
--------,蛎鹬属,,Haematopus
----,鸻科,Plovers & Lapwings,Charadriidae
--------,金鸻属,,Pluvialis
--------,橙喉鸻属,,Oreopholus
--------,杂色麦鸡属,,Hoploxypterus
--------,黑顶鸻属,,Phegornis
--------,棕胸鸻属,,Zonibyx
--------,小嘴鸻属,,Eudromias
--------,鸻属,,Charadrius
--------,黑头鸻属,,Thinornis
--------,麦鸡属,,Vanellus
--------,红膝麦鸡属,,Erythrogonys
--------,小嘴鸻属,,Peltohyas
--------,弯嘴鸻属,,Anarhynchus
----,领鹑科,Plains-wanderer,Pedionomidae
--------,领鹑属,,Pedionomus
----,籽鹬科,Seedsnipes,Thinocoridae
--------,大籽鹬属,,Attagis
--------,籽鹬属,,Thinocorus
----,彩鹬科,Painted-Snipes,Rostratulidae
--------,半领彩鹬属,,Nycticryphes
--------,彩鹬属,,Rostratula
----,水雉科,Jacanas,Jacanidae
--------,水雉属,,Hydrophasianus
--------,美洲水雉属,,Jacana
--------,小雉鸻属,,Microparra
--------,冠水雉属,,Irediparra
--------,铜翅水雉属,,Metopidius
--------,非洲水雉属,,Actophilornis
----,鹬科,Sandpipers & Allies,Scolopacidae
--------,高原鹬属,,Bartramia
--------,杓鹬属,,Numenius
--------,塍鹬属,,Limosa
--------,半蹼鹬属,,Limnodromus
--------,姬鹬属,,Lymnocryptes
--------,丘鹬属,,Scolopax
--------,亚南极沙锥属,,Coenocorypha
--------,沙锥属,,Gallinago
--------,翘嘴鹬属,,Xenus
--------,矶鹬属,,Actitis
--------,瓣蹼鹬属,,Phalaropus
--------,鹬属,,Tringa
--------,波利尼西亚鹬属,,Prosobonia
--------,翻石鹬属,,Arenaria
--------,滨鹬属,,Calidris
----,三趾鹑科,Buttonquail,Turnicidae
--------,白翅三趾鹑属,,Ortyxelos
--------,三趾鹑属,,Turnix
----,蟹鸻科,Crab-Plover,Dromadidae
--------,蟹鸻属,,Dromas
----,燕鸻科,Coursers & Pratincoles,Glareolidae
--------,双领斑走鸻属,,Smutsornis
--------,短嘴走鸻属,,Rhinoptilus
--------,走鸻属,,Cursorius
--------,燕鸻属,,Glareola
----,贼鸥科,Jaegers & Skuas,Stercorariidae
--------,贼鸥属,,Stercorarius
----,海雀科,Auks & Puffins & Murres,Alcidae
--------,角嘴海雀属,,Cerorhinca
--------,海鹦属,,Fratercula
--------,海雀属,,Ptychoramphus
--------,小海雀属,,Aethia
--------,扁嘴海雀属,,Synthliboramphus
--------,斑海雀属,,Brachyramphus
--------,海鸽属,,Cepphus
--------,刀嘴海雀属,,Alca
--------,大海雀属,,Pinguinus
--------,侏海雀属,,Alle
--------,海鸦属,,Uria
----,鸥科,Skimmers & Noddies & Terns & Gulls,Laridae
--------,剪嘴鸥属,,Rynchops
--------,白玄鸥属,,Gygis
--------,玄燕鸥属,,Anous
--------,棕背燕鸥属,,Onychoprion
--------,小燕鸥属,,Sternula
--------,巨嘴燕鸥属,,Phaetusa
--------,巨鸥属,,Hydroprogne
--------,噪鸥属,,Gelochelidon
--------,印加燕鸥属,,Larosterna
--------,浮鸥属,,Chlidonias
--------,凤头燕鸥属,,Thalasseus
--------,燕鸥属,,Sterna
--------,燕尾鸥属,,Creagrus
--------,小鸥属,,Hydrocoloeus
--------,楔尾鸥属,,Rhodostethia
--------,三趾鸥属,,Rissa
--------,叉尾鸥属,,Xema
--------,白鸥属,,Pagophila
--------,黑嘴鸥属,,Saundersilarus
--------,彩头鸥属,,Chroicocephalus
--------,豚鸥属,,Leucophaeus
--------,渔鸥属,,Ichthyaetus
--------,鸥属,,Larus


,日鳽目,,Eurypygiformes
----,日鳽科,Sunbittern,Eurypygidae
--------,日鳽属,,Eurypyga
----,鹭鹤科,Kagu,Rhynochetidae
--------,鹭鹤属,,Rhynochetos


,鹲形目,,Phaethontiformes
----,鹲科,Tropicbirds,Phaethontidae
--------,鹲属,,Phaethon


,潜鸟目,,Gaviiformes
----,潜鸟科,Loons,Gaviidae
--------,潜鸟属,,Gavia


,企鹅目,,Sphenisciformes
----,企鹅科,Penguins,Spheniscidae
--------,王企鹅属,,Aptenodytes
--------,硬尾企鹅属,,Pygoscelis
--------,小蓝企鹅属,,Eudyptula
--------,环企鹅属,,Spheniscus
--------,黄眼企鹅属,,Megadyptes
--------,冠企鹅属,,Eudyptes


,鹱形目,,Procellariiformes
----,信天翁科,Albatrosses,Diomedeidae
--------,北太平洋信天翁属,,Phoebastria
--------,信天翁属,,Diomedea
--------,乌信天翁属,,Phoebetria
--------,小信天翁属,,Thalassarche
----,洋海燕科,Southern Storm Petrels,Oceanitidae
--------,洋海燕属,,Oceanites
--------,白喉海燕属,,Nesofregetta
--------,灰背海燕属,,Garrodia
--------,白脸海燕属,,Pelagodroma
--------,舰海燕属,,Fregetta
----,海燕科,Northern Storm Petrels,Hydrobatidae
--------,暴风海燕属,,Hydrobates
----,鹱科,Petrels & Shearwaters & Diving Petrels,Procellariidae
--------,雪鹱属,,Pagodroma
--------,南极鹱属,,Thalassoica
--------,花斑鹱属,,Daption
--------,巨鹱属,,Macronectes
--------,暴雪鹱属,,Fulmarus
--------,燕鹱属,,Bulweria
--------,钩嘴圆尾鹱属,,Pseudobulweria
--------,风鹱属,,Procellaria
--------,猛鹱属,,Calonectris
--------,水薙鸟属,,Ardenna
--------,鹱属,,Puffinus
--------,鹈燕属,,Pelecanoides
--------,蓝鹱属,,Halobaena
--------,锯鹱属,,Pachyptila
--------,短嘴圆尾鹱属,,Aphrodroma
--------,圆尾鹱属,,Pterodroma


,鹳形目,,Ciconiiformes
----,鹳科,Storks,Ciconiidae
--------,钳嘴鹳属,,Anastomus
--------,秃鹳属,,Leptoptilos
--------,鹮鹳属,,Mycteria
--------,裸颈鹳属,,Jabiru
--------,黑颈鹳属,,Ephippiorhynchus
--------,鹳属,,Ciconia


,鲣鸟目,,Suliformes
----,军舰鸟科,Frigatebirds,Fregatidae
--------,军舰鸟属,,Fregata
----,鲣鸟科,Boobies & Gannets,Sulidae
--------,粉嘴鲣鸟属,,Papasula
--------,大鲣鸟属,,Morus
--------,鲣鸟属,,Sula
----,蛇鹈科,Anhinga & Darters,Anhingidae
--------,蛇鹈属,,Anhinga
----,鸬鹚科,Cormorants & Shags,Phalacrocoracidae
--------,小鸬鹚属,,Microcarbo
--------,红腿鸬鹚属,,Poikilocarbo
--------,欧鸬鹚属,,Gulosus
--------,短翅鸬鹚属,,Nannopterum
--------,蓝眼鸬鹚属,,Leucocarbo
--------,海鸬鹚属,,Urile
--------,鸬鹚属,,Phalacrocorax


,鹈形目,,Pelecaniformes
----,鹮科,Ibises & Spoonbills,Threskiornithidae
--------,美洲鹮属,,Eudocimus
--------,黄颈鹮属,,Theristicus
--------,长尾鹮属,,Cercibis
--------,绿鹮属,,Mesembrinibis
--------,裸脸鹮属,,Phimosus
--------,彩鹮属,,Plegadis
--------,凤头彩鹮属,,Lophotibis
--------,泽鹮属,,Bostrychia
--------,朱鹮属,,Nipponia
--------,隐鹮属,,Geronticus
--------,黑鹮属,,Pseudibis
--------,琵鹭属,,Platalea
--------,白鹮属,,Threskiornis
----,鲸头鹳科,Shoebill,Balaenicipitidae
--------,鲸头鹳属,,Balaeniceps
----,锤头鹳科,Hamerkop,Scopidae
--------,锤头鹳属,,Scopus
----,鹈鹕科,Pelicans,Pelecanidae
--------,鹈鹕属,,Pelecanus
----,鹭科,Herons & Egrets & Bitterns,Ardeidae
--------,白冠虎鹭属,,Tigriornis
--------,虎鹭属,,Tigrisoma
--------,船嘴鹭属,,Cochlearius
--------,栗腹鹭属,,Agamia
--------,波斑鹭属,,Zebrilus
--------,麻鳽属,,Botaurus
--------,夜鳽属,,Gorsachius
--------,白背夜鹭属,,Calherodius
--------,海南鳽属,,Oroanassa
--------,黑顶鹭属,,Pilherodius
--------,啸鹭属,,Syrigma
--------,白鹭属,,Egretta
--------,美洲夜鹭属,,Nyctanassa
--------,夜鹭属,,Nycticorax
--------,绿鹭属,,Butorides
--------,林鳽属,,Zonerodius
--------,池鹭属,,Ardeola
--------,鹭属,,Ardea


,夜鹰目,,Caprimulgiformes
----,夜鹰科,Nightjars & Nighthawks,Caprimulgidae
--------,毛腿夜鹰属,,Eurostopodus
--------,大毛腿夜鹰属,,Lyncornis
--------,领夜鹰属,,Gactornis
--------,棕腹夜鹰属,,Lurocalis
--------,斑尾夜鹰属,,Nyctiprogne
--------,暗色夜鹰属,,Nyctipolus
--------,帕拉夜鹰属,,Nyctidromus
--------,委内瑞拉夜鹰属,,Tepuiornis
--------,燕尾夜鹰属,,Uropsalis
--------,小斑翅夜鹰属,,Quechuavis
--------,小夜鹰属,,Setopagis
--------,斑翅夜鹰属,,Systellura
--------,镰翅夜鹰属,,Eleothreptus
--------,白斑尾夜鹰属,,Antiurus
--------,水夜鹰属,,Hydropsalis
--------,中美夜鹰属,,Siphonorhis
--------,耳夜鹰属,,Nyctiphrynus
--------,弱夜鹰属,,Phalaenoptilus
--------,卡氏夜鹰属,,Antrostomus
--------,美洲夜鹰属,,Chordeiles
--------,非洲褐夜鹰属,,Veles
--------,夜鹰属,,Caprimulgus


,油夜鹰目,,Steatornithiformes
----,油夜鹰科,Oilbird,Steatornithidae
--------,油夜鹰属,,Steatornis


,钩嘴夜鹰目,,Nyctibiiformes
----,钩嘴夜鹰科,Potoos,Nyctibiidae
--------,棕钩嘴夜鹰属,,Phyllaemulor
--------,钩嘴夜鹰属,,Nyctibius


,蛙口夜鹰目,,Podargiformes
----,蛙口夜鹰科,Frogmouths,Podargidae
--------,所罗门蛙口夜鹰属,,Rigidipenna
--------,蛙口夜鹰属,,Podargus
--------,亚洲蛙口夜鹰属,,Batrachostomus


,裸鼻夜鹰目,,Aegotheliformes
----,裸鼻夜鹰科,Owlet-nightjars,Aegothelidae
--------,裸鼻夜鹰属,,Aegotheles


,雨燕目,,Apodiformes
----,凤头雨燕科,Treeswifts,Hemiprocnidae
--------,凤头雨燕属,,Hemiprocne
----,雨燕科,Swifts,Apodidae
--------,白领黑雨燕属,,Streptoprocne
--------,黑雨燕属,,Cypseloides
--------,针尾雨燕属,,Hirundapus
--------,新几内亚雨燕属,,Mearnsia
--------,银腰针尾雨燕属,,Rhaphidura
--------,白腹针尾雨燕属,,Neafrapus
--------,斑喉针尾雨燕属,,Telacanthura
--------,白腰针尾雨燕属,,Zoonavena
--------,硬尾雨燕属,,Chaetura
--------,白喉雨燕属,,Aeronautes
--------,棕雨燕属,,Tachornis
--------,燕尾雨燕属,,Panyptila
--------,棕雨燕属,,Cypsiurus
--------,高山雨燕属,,Tachymarptis
--------,珍雨燕属,,Schoutedenapus
--------,雨燕属,,Apus
--------,侏金丝燕属,,Collocalia
--------,瀑布雨燕属,,Hydrochous
--------,金丝燕属,,Aerodramus
----,蜂鸟科,Hummingbirds,Trochilidae
--------,白颈蜂鸟属,,Florisuga
--------,叉尾蜂鸟属,,Topaza
--------,镰嘴蜂鸟属,,Eutoxeres
--------,锯嘴蜂鸟属,,Ramphodon
--------,铜色蜂鸟属,,Glaucis
--------,髭喉蜂鸟属,,Threnetes
--------,阔尾隐蜂鸟属,,Anopetia
--------,隐蜂鸟属,,Phaethornis
--------,矛嘴蜂鸟属,,Doryfera
--------,楔嘴蜂鸟属,,Schistes
--------,妆脸蜂鸟属,,Augastes
--------,紫耳蜂鸟属,,Colibri
--------,角蜂鸟属,,Heliactin
--------,齿嘴蜂鸟属,,Androdon
--------,仙蜂鸟属,,Heliothryx
--------,金喉蜂鸟属,,Polytmus
--------,翘嘴蜂鸟属,,Avocettula
--------,金喉红顶蜂鸟属,,Chrysolampis
--------,加勒比蜂鸟属,,Eulampis
--------,芒果蜂鸟属,,Anthracothorax
--------,蓬腿蜂鸟属,,Haplophaedia
--------,叉扇尾蜂鸟属,,Loddigesia
--------,毛腿蜂鸟属,,Eriocnemis
--------,绒胸蜂鸟属,,Lafresnaya
--------,闪羽蜂鸟属,,Aglaeactis
--------,星额蜂鸟属,,Coeligena
--------,剑嘴蜂鸟属,,Ensifera
--------,蓝翅大蜂鸟属,,Pterophanes
--------,冕蜂鸟属,,Boissonneaua
--------,白尾梢蜂鸟属,,Urosticte
--------,盘尾蜂鸟属,,Ocreatus
--------,白尾蜂鸟属,,Urochroa
--------,剪尾蜂鸟属,,Hylonympha
--------,紫罗兰胸蜂鸟属,,Sternoclyta
--------,辉蜂鸟属,,Heliodoxa
--------,火冠蜂鸟属,,Sephanoides
--------,刺尾蜂鸟属,,Discosura
--------,冠蜂鸟属,,Lophornis
--------,斑尾蜂鸟属,,Phlogophilus
--------,领蜂鸟属,,Heliangelus
--------,鳞斑蜂鸟属,,Adelomyia
